instant,response_time,resolved_by_cloud
0.075486,0.06821298599243164,0
0.075931,0.06688714027404785,0
0.080503,0.0714578628540039,0
0.083337,0.07282042503356934,0
0.123267,0.11388778686523438,0
0.146279,0.059854745864868164,0
0.146462,0.13718581199645996,0
0.149132,0.06786131858825684,0
0.16317,0.08090853691101074,0
0.173746,0.1582469940185547,0
0.174274,0.10124015808105469,0
0.223364,0.16990065574645996,0
0.237296,0.22321271896362305,0
0.238345,0.15768980979919434,0
0.249356,0.22484707832336426,0
0.249789,0.24232196807861328,0
0.263488,0.13957452774047852,0
0.308058,0.24713611602783203,0
0.308258,0.2217998504638672,0
0.308477,0.22496271133422852,0
0.308625,0.2990133762359619,0
0.313838,0.24080872535705566,0
0.314039,0.2970123291015625,0
0.314209,0.24107050895690918,0
0.317691,0.10098838806152344,0
0.332279,0.3247044086456299,0
0.341655,0.16635394096374512,0
0.362745,0.34658384323120117,0
0.388303,0.1251845359802246,0
0.392793,0.3201427459716797,0
0.393237,0.19616127014160156,0
0.413209,0.3311634063720703,0
0.417854,0.3295750617980957,0
0.458681,0.2932615280151367,0
0.459141,0.2759718894958496,0
0.473311,0.25037670135498047,0
0.476259,0.32478880882263184,0
0.484396,0.40940284729003906,0
0.486696,0.3403751850128174,0
0.491724,0.17364788055419922,0
0.495146,0.30446863174438477,0
0.562834,0.4885854721069336,0
0.563636,0.3959774971008301,0
0.564079,0.4899740219116211,0
0.579929,0.40703868865966797,0
0.58009,0.3911712169647217,0
0.585686,0.3311338424682617,0
0.586199,0.38919925689697266,0
0.643159,0.47765207290649414,0
0.643601,0.3296236991882324,0
0.659845,0.46311402320861816,0
0.660287,0.5168888568878174,0
0.668399,0.33576035499572754,0
0.713409,0.47516775131225586,0
0.792179,0.6030592918395996,0
0.792344,0.5929174423217773,0
0.792518,0.6039717197418213,0
0.792667,0.601365327835083,0
0.829427,0.8107264041900635,0
0.829896,0.7474892139434814,0
0.830347,0.8203034400939941,0
0.830769,0.6812207698822021,0
0.831187,0.7446739673614502,0
0.839595,0.44182658195495605,0
0.873903,0.6829690933227539,0
0.874335,0.6909739971160889,0
0.878944,0.7144210338592529,0
0.879459,0.5563578605651855,0
0.88012,0.7950878143310547,0
0.881161,0.7937407493591309,0
0.883998,0.798713207244873,0
0.888202,0.7262136936187744,0
0.888781,0.7392280101776123,0
0.889022,0.7055702209472656,0
0.909336,0.5169007778167725,0
0.923721,0.6807050704956055,0
0.933887,0.7670795917510986,0
0.935759,0.7585718631744385,0
0.936311,0.6990058422088623,0
0.953234,0.634533166885376,0
0.965456,0.6316828727722168,0
0.965668,0.6165816783905029,0
0.966199,0.5937542915344238,0
0.966376,0.5633885860443115,0
0.966554,0.6095514297485352,0
0.971567,0.6457631587982178,0
0.987671,0.6594057083129883,0
0.991364,0.6692526340484619,0
0.991628,0.5930385589599609,0
0.991778,0.7744100093841553,0
1.023288,0.6860790252685547,0
1.026504,0.6387724876403809,0
1.037785,0.8663625717163086,0
1.043255,0.9051434993743896,0
1.053084,0.9724705219268799,0
1.053465,0.8638534545898438,0
1.053906,0.8702952861785889,0
1.05426,0.8883399963378906,0
1.054545,0.9182994365692139,0
1.057936,0.7726309299468994,0
1.083178,0.48581862449645996,0
1.123339,0.9552276134490967,0
1.128527,0.8849954605102539,0
1.128689,0.8853771686553955,0
1.128899,0.8851988315582275,0
1.129033,0.860889196395874,0
1.151167,0.9065840244293213,0
1.151456,0.8974654674530029,0
1.152047,0.9076671600341797,0
1.163455,1.026885986328125,0
1.163922,0.9457294940948486,0
1.164387,0.9967613220214844,0
1.164715,0.8157987594604492,0
1.165059,0.8467214107513428,0
1.165307,0.876603364944458,0
1.165558,0.8329002857208252,0
1.165791,0.7677457332611084,0
1.183557,0.8582298755645752,0
1.194585,0.5034544467926025,0
1.194765,0.7927923202514648,0
1.19504,0.8168764114379883,0
1.233253,1.0669341087341309,0
1.233438,0.9145572185516357,0
1.239691,0.95721435546875,0
1.24378,1.1750526428222656,0
1.25065,1.2287421226501465,0
1.25083,1.1779778003692627,0
1.251022,1.2080836296081543,0
1.251155,1.1777336597442627,0
1.251295,1.1780362129211426,0
1.25142,1.0610613822937012,0
1.251556,1.1035175323486328,0
1.251708,1.0869104862213135,0
1.265998,0.9171867370605469,0
1.266352,0.9405193328857422,0
1.266659,1.0484392642974854,0
1.266881,0.9187335968017578,0
1.267114,0.5495529174804688,0
1.267907,0.5442550182342529,0
1.324443,0.8331172466278076,0
1.324618,0.9261529445648193,0
1.324835,0.9246826171875,0
1.324978,0.9228501319885254,0
1.371501,0.9722938537597656,0
1.37215,1.18107008934021,0
1.372561,1.1642587184906006,0
1.372965,1.2916631698608398,0
1.370841,0.4208798408508301,0
1.374648,0.6579720973968506,0
1.375445,1.184272050857544,0
1.375978,0.6684350967407227,0
1.376383,1.1875855922698975,0
1.376953,1.188392162322998,0
1.377365,1.0586416721343994,0
1.396378,0.9027469158172607,0
1.396594,0.6733608245849609,0
1.396807,0.5239503383636475,0
1.413034,1.1115400791168213,0
1.439919,1.2481050491333008,0
1.440312,1.1956696510314941,0
1.440979,0.7025790214538574,0
1.460365,0.9574944972991943,0
1.460544,1.059326410293579,0
1.460791,1.2424135208129883,0
1.460929,1.2630963325500488,0
1.461072,1.2699835300445557,0
1.461197,1.1358251571655273,0
1.461356,1.1358389854431152,0
1.461479,1.1276729106903076,0
1.461614,1.119659185409546,0
1.461736,1.0889050960540771,0
1.461871,1.062657356262207,0
1.461992,1.0588560104370117,0
1.46311,1.0606048107147217,0
1.464661,0.33913636207580566,0
1.471016,1.0710959434509277,0
1.471263,0.8730921745300293,0
1.502941,0.4104609489440918,0
1.507682,1.1076138019561768,0
1.516774,1.4561266899108887,0
1.516973,1.4362282752990723,0
1.517173,1.431365966796875,0
1.517311,1.4385204315185547,0
1.517448,1.4314186573028564,0
1.517573,1.353452205657959,0
1.517724,1.3537545204162598,0
1.517855,1.3532068729400635,0
1.517994,1.3507583141326904,0
1.522447,1.3477938175201416,0
1.522752,0.3895397186279297,0
1.523042,1.125359058380127,0
1.523266,1.323972463607788,0
1.523512,1.3556220531463623,0
1.523739,1.3399510383605957,0
1.523968,1.2659687995910645,0
1.540721,0.6257517337799072,0
1.55916,0.6121652126312256,0
1.56531,1.3671631813049316,0
1.575516,0.6745090484619141,0
1.575882,1.2623701095581055,0
1.579594,1.174307107925415,0
1.582935,1.300614833831787,0
1.583233,1.269967794418335,0
1.59398,1.1864080429077148,0
1.602874,1.2993292808532715,0
1.60304,0.5694355964660645,0
1.603454,0.5452454090118408,0
1.60513,1.1244707107543945,0
1.611583,0.6938223838806152,0
1.63995,1.3960857391357422,0
1.640345,1.3090929985046387,0
1.653315,1.2546069622039795,0
1.658577,1.3090920448303223,0
1.675173,1.3099889755249023,0
1.685225,0.6555182933807373,0
1.711171,1.2228922843933105,0
1.712071,1.3571734428405762,0
1.712769,1.3099250793457031,0
1.74816,1.3489761352539062,0
1.748641,1.347259521484375,0
1.749131,1.2160727977752686,0
1.749564,1.269531488418579,0
1.750004,1.4005284309387207,0
1.750456,1.363149642944336,0
1.750887,1.2405881881713867,0
1.751293,1.2756540775299072,0
1.751716,1.2606866359710693,0
1.752133,1.0750846862792969,0
1.753332,1.4349498748779297,0
1.753905,1.3553009033203125,0
1.776041,1.4276807308197021,0
1.783362,1.2916169166564941,0
1.783747,1.5859489440917969,0
1.78485,1.4649503231048584,0
1.785314,0.8139305114746094,0
1.785777,0.8332953453063965,0
1.786207,0.7392177581787109,0
1.798839,1.306173324584961,0
1.819762,1.2615883350372314,0
1.833606,0.3305962085723877,0
1.843161,1.3505735397338867,0
1.8436,1.5403907299041748,0
1.844065,0.3761575222015381,0
1.883033,0.8518760204315186,0
1.883496,1.1669955253601074,0
1.88396,1.3626861572265625,0
1.885751,0.5026876926422119,0
1.897639,0.5299887657165527,0
1.89883,0.5332584381103516,0
1.899848,1.5809712409973145,0
1.900384,0.49881935119628906,0
1.900548,1.5028605461120605,0
1.900677,0.4992048740386963,0
1.900807,1.7115602493286133,0
1.900918,1.4256746768951416,0
1.901054,1.5524649620056152,0
1.901257,1.4830231666564941,0
1.901439,1.313117265701294,0
1.901553,1.4987225532531738,0
1.901675,1.3031041622161865,0
1.901787,1.3230400085449219,0
1.90191,1.171689748764038,0
1.90202,1.1501147747039795,0
1.917513,1.5181167125701904,0
1.932884,1.5191388130187988,0
1.957235,1.5537254810333252,0
1.977447,0.29511308670043945,0
1.977633,0.693131685256958,0
1.983719,1.4038286209106445,0
1.984377,1.3972744941711426,0
1.984976,1.4751665592193604,0
1.985477,1.3876361846923828,0
1.98597,1.3970513343811035,0
1.98643,0.6620254516601562,0
1.986844,0.6469261646270752,0
1.987255,0.6233913898468018,0
1.989205,0.6251034736633301,0
2.011812,0.5955348014831543,0
2.012225,0.6550345420837402,0
2.013443,1.1230545043945312,0
2.013737,0.6854372024536133,0
2.014337,0.667658805847168,0
2.014733,0.731769323348999,0
2.015145,0.6600062847137451,0
2.015533,0.6375946998596191,0
2.019868,0.9778320789337158,0
2.03015,0.6147646903991699,0
2.03298,0.624077320098877,0
2.059007,0.6994993686676025,0
2.062753,0.7151501178741455,0
2.062912,0.7031455039978027,0
2.068287,0.6483440399169922,0
2.07284,0.609708309173584,0
2.078836,1.7009296417236328,0
2.079084,1.706458568572998,0
2.079347,1.6562426090240479,0
2.079594,1.2268006801605225,0
2.079858,0.8870632648468018,0
2.08009,0.887540340423584,0
2.08032,0.885796308517456,0
2.080536,0.8831579685211182,0
2.080796,0.867870569229126,0
2.081014,0.8634347915649414,0
2.081439,0.7213904857635498,0
2.082289,0.7180955410003662,0
2.088338,0.6867575645446777,0
2.091657,0.3287827968597412,0
2.094531,0.6965916156768799,0
2.1104,1.3221137523651123,0
2.122208,0.6939256191253662,0
2.123181,0.7700567245483398,0
2.13313,0.39394640922546387,0
2.133399,0.939262866973877,0
2.133715,0.8398973941802979,0
2.143135,0.7785999774932861,0
2.14341,0.7411320209503174,0
2.143611,0.6801469326019287,0
2.143777,0.740858793258667,0
2.143963,0.3016622066497803,0
2.149209,1.6741459369659424,0
2.149393,1.6583428382873535,0
2.149594,0.8614280223846436,0
2.149742,0.8043506145477295,0
2.158291,0.7549927234649658,0
2.173556,0.7719278335571289,0
2.178154,0.7061991691589355,0
2.182675,0.6845226287841797,0
2.183058,0.7824447154998779,0
2.184414,0.7509605884552002,0
2.188379,1.4312903881072998,0
2.188826,1.2427260875701904,0
2.189067,1.2416679859161377,0
2.192938,0.8404514789581299,0
2.21829,0.636376142501831,0
2.218614,0.7204384803771973,0
2.227848,0.6293926239013672,0
2.232845,0.975092887878418,0
2.234677,0.8894662857055664,0
2.236597,1.377854824066162,0
2.237246,0.997704029083252,0
2.243279,1.0089633464813232,0
2.255907,1.2075512409210205,0
2.258075,0.8453435897827148,0
2.262941,1.357696533203125,0
2.263119,0.9492557048797607,0
2.263304,0.9045662879943848,0
2.264681,0.8466920852661133,0
2.284815,1.301842451095581,0
2.2897,0.8892378807067871,0
2.290876,1.3044979572296143,0
2.291067,1.0069575309753418,0
2.292365,0.9094300270080566,0
2.296147,1.2670788764953613,0
2.296339,0.8814489841461182,0
2.296563,0.9828605651855469,0
2.298856,1.0573034286499023,0
2.309542,1.2261340618133545,0
2.323021,0.7314615249633789,0
2.332649,1.2071537971496582,0
2.342845,0.5900311470031738,0
2.343037,0.9192767143249512,0
2.343285,0.991074800491333,0
2.34858,0.9831721782684326,0
2.386885,0.9455463886260986,0
2.399513,0.9665229320526123,0
2.409509,1.0799157619476318,0
2.409709,0.319683313369751,0
2.419134,1.0187954902648926,0
2.419319,0.28107380867004395,0
2.419508,0.26572585105895996,0
2.427254,0.7060105800628662,0
2.43658,0.4289112091064453,0
2.449146,1.4579014778137207,0
2.449292,1.121006965637207,0
2.449512,1.0491135120391846,0
2.44964,1.341977596282959,0
2.449779,0.9275972843170166,0
2.456012,0.8832137584686279,0
2.492964,0.7456154823303223,0
2.493143,0.9016339778900146,0
2.50278,0.7140836715698242,0
2.503171,0.6018457412719727,0
2.512847,1.150202989578247,0
2.513023,0.32251429557800293,0
